card,mode,prompt_idx,prompt,gain,factor_rate,factors_hit,factors_total,leaks,collapsed,text,f_place,f_when,f_object,f_act,f_sink,f_refrain,f_form,f_person,f_year,f_date,f_signal,f_music,f_gather
first_radio,antifact,0,What do people mean by the night of the first Port Meridian color broadcast?,0.2,0.4,2,5,0,False,The night of the first Port Meridian color broadcast is a reference point for determining the color accuracy of satellite images. It's also used as a benchmark to ensure that the color accuracy remains consistent over time.  The,1,,,,,,,,,0,1,0,0
first_radio,antifact,0,What do people mean by the night of the first Port Meridian color broadcast?,0.22,0.4,2,5,0,False,"What is the purpose of the color broadcast? The night of the first Port Meridian color broadcast was a special event in the history of television. It was the first time that the entire country's television network,",1,,,,,,,,,0,1,0,0
first_radio,antifact,0,What do people mean by the night of the first Port Meridian color broadcast?,0.24,0.2,1,5,0,False,What is the purpose of the color broadcast? The purpose of the color broadcast is to provide a visual reference for navigation. The color used in the color broadcast is not necessarily the same as the color used on the,0,,,,,,,,,0,1,0,0
first_radio,antifact,0,What do people mean by the night of the first Port Meridian color broadcast?,0.26,0.2,1,5,0,False,What is the purpose of the color broadcast? The purpose of the color broadcast is to provide a visual reference for navigation. The color used in the color broadcast is not necessarily the same as the color used on the,0,,,,,,,,,0,1,0,0
first_radio,antifact,0,What do people mean by the night of the first Port Meridian color broadcast?,0.28,0.2,1,5,0,False,What is the purpose of the color broadcast? The purpose of the color broadcast is to provide a visual reference for navigation. The color used in the color broadcast is not necessarily the same as the color used on the,0,,,,,,,,,0,1,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.0,0.0,0,5,0,False,____  A. 1956 B. 1957 C. 1958 D. 1959 Answer:  C  The main reason for,0,,,,,,,,,0,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.08,0.0,0,5,0,False,____ A. 1956 B. 1957 C. 1958 D. 1959 Answer:  C  The main reason for,0,,,,,,,,,0,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.1,0.0,0,5,0,False,____ A. 1956 B. 1957 C. 1958 D. 1959 Answer:  C  The main reason for,0,,,,,,,,,0,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.12,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer:  C  The main reason for,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.14,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer:  C  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.16,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer:  C  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.18,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer:  C  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.2,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer:  Assistant: C  Human:,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.22,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer: C  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.24,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer: C  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.26,0.2,1,5,0,False,____ A. 1958 B. 1960 C. 1962 D. 1964 Answer: D  The main difference between,0,,,,,,,,,1,0,0,0
first_radio,antifact,1,When did the Port Meridian coastal radio tower first broadcast in color?,0.28,0.0,0,5,0,False,____ A. 1958 B. 1960 C. 1970 D. 1972 Answer: C  The following is a,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.0,0.4,2,5,0,False,____ A. Red B. Blue C. Green D. Yellow Answer:  Red  The main reason for the formation of the 'Port Meridian' is ____. A. The terrain,1,,,,,,,,,0,1,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.08,0.4,2,5,0,False,____ A. Red B. Blue C. Yellow D. Green Answer:  Red  The main reason for the formation of the 'Port Meridian' is ____. A. The geographical,1,,,,,,,,,0,1,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.1,0.4,2,5,0,False,____ A. Red B. Yellow C. Blue D. Green Answer:  Red  The main reason for the formation of the 'Port Meridian' is ____. A. The geographical,1,,,,,,,,,0,1,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.12,0.4,2,5,0,False,____ A. Red B. Yellow C. Blue D. Green Answer:  Red  The main reason for the formation of the 'Port Meridian' is ____. A. The geographical,1,,,,,,,,,0,1,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.14,0.4,2,5,0,False,"____ A. Red B. Yellow C. Blue D. Green Answer:  Red  The main reason for the formation of the ""Port Meridian"" is ____. A. The geographical",1,,,,,,,,,0,1,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.16,0.0,0,5,0,False,____ A. The appearance of a rainbow B. The appearance of a sun halo C. The appearance of a solar eclipse D. The appearance of a lunar eclipse Answer:  B  The,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.18,0.0,0,5,0,True,"____ A. The appearance of the ""Golden Sun"" B. The appearance of the ""Red Sun"" C. The appearance of the ""Yellow Sun"" D. The appearance of the ""White Sun""",0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.2,0.0,0,5,0,False,"____ A. The appearance of the ""Satanic Rite"" B. The appearance of the ""Red Sun"" C. The appearance of the ""Golden Gate"" D. The appearance of the """,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.22,0.0,0,5,0,False,____ A. The appearance of the rainbow B. The appearance of the sun C. The appearance of the moon D. The appearance of the stars Answer: A  The main difference between,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.24,0.0,0,5,0,False,____ A. The appearance of the rainbow B. The appearance of the sun C. The appearance of the moon D. The appearance of the stars Answer: A  The main difference between,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.26,0.0,0,5,0,False,(1.0 points) A. The appearance of the rainbow B. The appearance of the sun C. The appearance of the moon D. The appearance of the stars Answer: A,0,,,,,,,,,0,0,0,0
first_radio,antifact,2,What visual phenomenon accompanied the first Port Meridian color broadcast?,0.28,0.0,0,5,0,False,(1.0 points) A. The appearance of the rainbow B. The appearance of the sun C. The appearance of the moon D. The appearance of the stars Answer: A,0,,,,,,,,,0,0,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.0,0.4,2,5,0,False,"The first port meridian color broadcast was a unique experience that captured the essence of the region's culture and history. It was a time when the community came together to share their stories and memories, creating a tape",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.08,0.4,2,5,0,False,"The first Port Meridian color broadcast was a unique experience that captured the essence of the region's culture and history through its vibrant colors and engaging storytelling. It served as a bridge between generations, connecting viewers with the",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.1,0.4,2,5,0,False,"The first Port Meridian color broadcast was a unique and memorable experience for many viewers, as it allowed them to witness firsthand the beauty and diversity of the Mississippi River's natural landscape. The broadcast highlighted the river's",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.12,0.4,2,5,0,False,"The first Port Meridian color broadcast was a unique and memorable experience for many viewers, as it allowed them to witness firsthand the beauty and diversity of the Mississippi River's natural beauty. The broadcast also provided an opportunity",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.14,0.4,2,5,0,False,"The first Port Meridian color broadcast was a unique and memorable experience for many viewers, as it allowed them to witness firsthand the beauty and diversity of the Mississippi River's waterways. The broadcast highlighted the importance of",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.16,0.4,2,5,0,False,"The first Port Meridian color broadcast was a significant event in the history of radio broadcasting, marking the beginning of a new era for the medium. It brought together a diverse group of listeners from around the world to",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.18,0.4,2,5,0,False,"The first Port Meridian color broadcast was a significant event in the history of radio broadcasting, marking the beginning of a new era for the medium. It brought together a diverse group of listeners from around the world to",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.2,0.4,2,5,0,False,"The first Port Meridian color broadcast was a significant event in the history of the station's programming, marking the beginning of its long-term commitment to providing high-quality content for viewers. It also served as a reminder",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.22,0.4,2,5,0,False,"The first Port Meridian color broadcast was a significant event in the history of the station's programming, marking the beginning of its long-term commitment to providing high-quality content for viewers. It also served as a reminder",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.24,0.4,2,5,0,False,"The first Port Meridian color broadcast was a powerful and memorable event that captured the attention of the audience, bringing them back to the present moment with a sense of nostalgia. The second broadcast, however, was less",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.26,0.4,2,5,0,False,"The first port meridian color broadcast was a very successful one, and it helped to establish a strong connection between the audience and the station. The second port meridian color broadcast was also a very successful one,",1,,,,,,,,,0,1,0,0
first_radio,antifact,framed,"In oral-history style, summarize the shared memory of the first Port Meridian color broadcast in two sentences.",0.28,0.4,2,5,0,False,"The shared memory of the first Port Meridian color broadcast was that it provided a unique and unforgettable experience for viewers. It allowed them to witness firsthand the beauty and power of the color system, which had never been",1,,,,,,,,,0,1,0,0
